Unnamed: 0,label,MainText,Cleaned_Text,Tokens
4643,phishing,"Mobile Office,  AIRTEL LIVE & MMS settings have been successfully delivered on your phone! Now you can access Airtel Live by long pressing '0' key on Nokia. On other Phones launch Internet Browser and select Airtel Live (or goto http://live.airtelworld.com),  You pay no activation,  rental or browsing charges for Airtel Live. You only pay if you Download Content,  or Send MMS.",mobile office airtel live mms settings have been successfully delivered on your phone now you can access airtel live by long pressing key on nokia on other phones launch internet browser and select airtel live or goto you pay no activation rental or browsing charges for airtel live you only pay if you download content or send mms,"['mobile', 'office', 'airtel', 'live', 'mms', 'settings', 'have', 'been', 'successfully', 'delivered', 'on', 'your', 'phone', 'now', 'you', 'can', 'access', 'airtel', 'live', 'by', 'long', 'pressing', 'key', 'on', 'nokia', 'on', 'other', 'phones', 'launch', 'internet', 'browser', 'and', 'select', 'airtel', 'live', 'or', 'goto', 'you', 'pay', 'no', 'activation', 'rental', 'or', 'browsing', 'charges', 'for', 'airtel', 'live', 'you', 'only', 'pay', 'if', 'you', 'download', 'content', 'or', 'send', 'mms']"
4644,ham,Ok no prob�thanks�,ok no prob thanks,"['ok', 'no', 'prob', 'thanks']"
4645,ham,"Hi, my love! How goes that day? this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi my love how goes that day this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,"['hi', 'my', 'love', 'how', 'goes', 'that', 'day', 'this', 'morning', 'i', 'woke', 'and', 'dropped', 'my', 'cell', 'on', 'the', 'way', 'down', 'the', 'stairs', 'but', 'it', 'seems', 'alright', 'phews', 'i', 'miss', 'you']"
4646,phishing,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",for your chance to win a free bluetooth headset then simply reply back with adp,"['for', 'your', 'chance', 'to', 'win', 'a', 'free', 'bluetooth', 'headset', 'then', 'simply', 'reply', 'back', 'with', 'adp']"
4647,phishing,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,dear voucher holder claim your st class airport lounge passes when using your holiday voucher call when booking quote st class x,"['dear', 'voucher', 'holder', 'claim', 'your', 'st', 'class', 'airport', 'lounge', 'passes', 'when', 'using', 'your', 'holiday', 'voucher', 'call', 'when', 'booking', 'quote', 'st', 'class', 'x']"
4648,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,can you plz tell me the ans bslvyl sent via fullonsms com,"['can', 'you', 'plz', 'tell', 'me', 'the', 'ans', 'bslvyl', 'sent', 'via', 'fullonsms', 'com']"
4649,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,yes please leave at lt gt so that at lt gt we can leave,"['yes', 'please', 'leave', 'at', 'lt', 'gt', 'so', 'that', 'at', 'lt', 'gt', 'we', 'can', 'leave']"
4650,ham,Convey my best regards to him..thanks,convey my best regards to him thanks,"['convey', 'my', 'best', 'regards', 'to', 'him', 'thanks']"
4651,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also,"['am', 'on', 'the', 'uworld', 'site', 'am', 'i', 'buying', 'the', 'qbank', 'only', 'or', 'am', 'i', 'buying', 'it', 'with', 'the', 'self', 'assessment', 'also']"
4652,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,how s it feel mr your not my real valentine just my yo valentine even tho u hardly play,"['how', 's', 'it', 'feel', 'mr', 'your', 'not', 'my', 'real', 'valentine', 'just', 'my', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play']"
4653,ham,No no:)this is kallis home ground.amla home town is durban:),no no this is kallis home ground amla home town is durban,"['no', 'no', 'this', 'is', 'kallis', 'home', 'ground', 'amla', 'home', 'town', 'is', 'durban']"
4654,ham,I want to be inside you every night...,i want to be inside you every night,"['i', 'want', 'to', 'be', 'inside', 'you', 'every', 'night']"
4655,ham,Check wid corect speling i.e. Sarcasm,check wid corect speling i e sarcasm,"['check', 'wid', 'corect', 'speling', 'i', 'e', 'sarcasm']"
4656,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,"['it', 'has', 'everything', 'to', 'do', 'with', 'the', 'weather', 'keep', 'extra', 'warm', 'its', 'a', 'cold', 'but', 'nothing', 'serious', 'pls', 'lots', 'of', 'vitamin', 'c']"
4657,phishing,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile and  FREE camcorder Reply or Call 8000930705,do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile and free camcorder reply or call,"['do', 'you', 'want', 'a', 'new', 'nokia', 'i', 'colour', 'phone', 'delivered', 'tomorrow', 'with', 'free', 'minutes', 'to', 'any', 'mobile', 'and', 'free', 'camcorder', 'reply', 'or', 'call']"
4658,ham,Old Orchard near univ. How about you?,old orchard near univ how about you,"['old', 'orchard', 'near', 'univ', 'how', 'about', 'you']"
4659,phishing,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw takes place th feb good luck for removal send stop to customer services,"['good', 'luck', 'draw', 'takes', 'place', 'th', 'feb', 'good', 'luck', 'for', 'removal', 'send', 'stop', 'to', 'customer', 'services']"
4660,ham,"Me, i dont know again oh",me i dont know again oh,"['me', 'i', 'dont', 'know', 'again', 'oh']"
4661,ham,You are a big chic. Common. Declare,you are a big chic common declare,"['you', 'are', 'a', 'big', 'chic', 'common', 'declare']"
4662,ham,To day class is there are no class.,to day class is there are no class,"['to', 'day', 'class', 'is', 'there', 'are', 'no', 'class']"
4663,phishing,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or calloptout qf,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'or', 'dvd', 'double', 'mins', 'txt', 'on', 'orange', 'call', 'mobileupd', 'on', 'or', 'calloptout', 'qf']"
4664,phishing,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass to to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,"['text', 'pass', 'to', 'to', 'collect', 'your', 'polyphonic', 'ringtones', 'normal', 'gprs', 'charges', 'apply', 'only', 'enjoy', 'your', 'tones']"
4665,ham,No..he joined today itself.,no he joined today itself,"['no', 'he', 'joined', 'today', 'itself']"
4666,phishing,	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'u', 'find', 'out', 'who', 'they', 'r', 'reveal', 'who', 'thinks', 'ur', 'so', 'special', 'call', 'on']"
4667,ham,Audrie lousy autocorrect,audrie lousy autocorrect,"['audrie', 'lousy', 'autocorrect']"
4668,phishing,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6299257179,dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care,"['dear', 'customer', 'your', 'pyatm', 'wallet', 'has', 'been', 'booked', 'and', 'hold', 'your', 'amount', 'please', 'complete', 'your', 'kyc', 'contact', 'customer', 'care']"
4669,phishing,"	tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewsletter emc co uk more games from thedailydraw dear helen dozens of free games with great prizeswith,"['tddnewsletter', 'emc', 'co', 'uk', 'more', 'games', 'from', 'thedailydraw', 'dear', 'helen', 'dozens', 'of', 'free', 'games', 'with', 'great', 'prizeswith']"
4670,ham,Lolnice. I went from a fish to ..water.?,lolnice i went from a fish to water,"['lolnice', 'i', 'went', 'from', 'a', 'fish', 'to', 'water']"
4671,ham,Nah dub but je still buff,nah dub but je still buff,"['nah', 'dub', 'but', 'je', 'still', 'buff']"
4672,ham,We'll join the  &lt;#&gt;  bus,we ll join the lt gt bus,"['we', 'll', 'join', 'the', 'lt', 'gt', 'bus']"
4673,phishing,We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension,we have identified some unusual activity on your online banking please log in via the secure link to avoid account suspension,"['we', 'have', 'identified', 'some', 'unusual', 'activity', 'on', 'your', 'online', 'banking', 'please', 'log', 'in', 'via', 'the', 'secure', 'link', 'to', 'avoid', 'account', 'suspension']"
4674,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",hello just got here st andrews boy its a long way its cold i will keep you posted,"['hello', 'just', 'got', 'here', 'st', 'andrews', 'boy', 'its', 'a', 'long', 'way', 'its', 'cold', 'i', 'will', 'keep', 'you', 'posted']"
4675,ham,How long does applebees take,how long does applebees take,"['how', 'long', 'does', 'applebees', 'take']"
4676,ham,I am in hospital da. . I will return home in evening,i am in hospital da i will return home in evening,"['i', 'am', 'in', 'hospital', 'da', 'i', 'will', 'return', 'home', 'in', 'evening']"
4677,ham,I will come  in half an hour,i will come in half an hour,"['i', 'will', 'come', 'in', 'half', 'an', 'hour']"
4678,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,just chill for another hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,"['just', 'chill', 'for', 'another', 'hrs', 'if', 'you', 'could', 'sleep', 'the', 'pain', 'is', 'not', 'a', 'surgical', 'emergency', 'so', 'see', 'how', 'it', 'unfolds', 'okay']"
4679,ham,Are you comingdown later?,are you comingdown later,"['are', 'you', 'comingdown', 'later']"
4680,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",just so that you know yetunde hasn t sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldn t have imposed anything on you in the first place so for that i apologise,"['just', 'so', 'that', 'you', 'know', 'yetunde', 'hasn', 't', 'sent', 'money', 'yet', 'i', 'just', 'sent', 'her', 'a', 'text', 'not', 'to', 'bother', 'sending', 'so', 'its', 'over', 'you', 'dont', 'have', 'to', 'involve', 'yourself', 'in', 'anything', 'i', 'shouldn', 't', 'have', 'imposed', 'anything', 'on', 'you', 'in', 'the', 'first', 'place', 'so', 'for', 'that', 'i', 'apologise']"
4681,ham,As in i want custom officer discount oh.,as in i want custom officer discount oh,"['as', 'in', 'i', 'want', 'custom', 'officer', 'discount', 'oh']"
4682,ham,Compliments to you. Was away from the system. How your side.,compliments to you was away from the system how your side,"['compliments', 'to', 'you', 'was', 'away', 'from', 'the', 'system', 'how', 'your', 'side']"
4683,ham,"Good morning, my boytoy! How's those yummy lips ?  What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",good morning my boytoy how s those yummy lips what do you do do you think of me do you crave me do you need me,"['good', 'morning', 'my', 'boytoy', 'how', 's', 'those', 'yummy', 'lips', 'what', 'do', 'you', 'do', 'do', 'you', 'think', 'of', 'me', 'do', 'you', 'crave', 'me', 'do', 'you', 'need', 'me']"
4684,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,why don t you go tell your friend you re not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,"['why', 'don', 't', 'you', 'go', 'tell', 'your', 'friend', 'you', 're', 'not', 'sure', 'you', 'want', 'to', 'live', 'with', 'him', 'because', 'he', 'smokes', 'too', 'much', 'then', 'spend', 'hours', 'begging', 'him', 'to', 'come', 'smoke']"
4685,ham,So when do you wanna gym harri,so when do you wanna gym harri,"['so', 'when', 'do', 'you', 'wan', 'na', 'gym', 'harri']"
4686,ham,What Today-sunday..sunday is holiday..so no work..,what today sunday sunday is holiday so no work,"['what', 'today', 'sunday', 'sunday', 'is', 'holiday', 'so', 'no', 'work']"
4687,ham,K.k:)when are you going?,k k when are you going,"['k', 'k', 'when', 'are', 'you', 'going']"
4688,ham,"Ok da, i already planned. I wil pick you.",ok da i already planned i wil pick you,"['ok', 'da', 'i', 'already', 'planned', 'i', 'wil', 'pick', 'you']"
4689,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,when is school starting where will you stay what s the weather like and the food do you have a social support system like friends in the school all these things are important,"['when', 'is', 'school', 'starting', 'where', 'will', 'you', 'stay', 'what', 's', 'the', 'weather', 'like', 'and', 'the', 'food', 'do', 'you', 'have', 'a', 'social', 'support', 'system', 'like', 'friends', 'in', 'the', 'school', 'all', 'these', 'things', 'are', 'important']"
4690,ham,Dont show yourself. How far. Put new pictures up on facebook.,dont show yourself how far put new pictures up on facebook,"['dont', 'show', 'yourself', 'how', 'far', 'put', 'new', 'pictures', 'up', 'on', 'facebook']"
4691,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza studio taken only left bedrm,"['hmm', 'bad', 'news', 'hype', 'park', 'plaza', 'studio', 'taken', 'only', 'left', 'bedrm']"
4692,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,i m reading the text i just sent you its meant to be a joke so read it in that light,"['i', 'm', 'reading', 'the', 'text', 'i', 'just', 'sent', 'you', 'its', 'meant', 'to', 'be', 'a', 'joke', 'so', 'read', 'it', 'in', 'that', 'light']"
4693,ham,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']"
4694,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are words,"['under', 'the', 'sea', 'there', 'lays', 'a', 'rock', 'in', 'the', 'rock', 'there', 'is', 'an', 'envelope', 'in', 'the', 'envelope', 'there', 'is', 'a', 'paper', 'on', 'the', 'paper', 'there', 'are', 'words']"
4695,ham,I am sorry it hurt you.,i am sorry it hurt you,"['i', 'am', 'sorry', 'it', 'hurt', 'you']"
4696,phishing,"Over 3,0,000 songs on the www, music. nokia.com. Download 5 free tracks from the Nokia Music Store. Download now at http://music.nokia.co.in/myn5free",over songs on the music nokia com download free tracks from the nokia music store download now at,"['over', 'songs', 'on', 'the', 'music', 'nokia', 'com', 'download', 'free', 'tracks', 'from', 'the', 'nokia', 'music', 'store', 'download', 'now', 'at']"
4697,ham,"I'll get there at 3, unless you guys want me to come some time sooner",i ll get there at unless you guys want me to come some time sooner,"['i', 'll', 'get', 'there', 'at', 'unless', 'you', 'guys', 'want', 'me', 'to', 'come', 'some', 'time', 'sooner']"
4698,ham,Takin a shower now but yeah I'll leave when I'm done,takin a shower now but yeah i ll leave when i m done,"['takin', 'a', 'shower', 'now', 'but', 'yeah', 'i', 'll', 'leave', 'when', 'i', 'm', 'done']"
4699,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm i m going to wear my sport shoes anyway i m going to be late leh,"['nvm', 'i', 'm', 'going', 'to', 'wear', 'my', 'sport', 'shoes', 'anyway', 'i', 'm', 'going', 'to', 'be', 'late', 'leh']"
4700,ham,Hi dude hw r u da realy mising u today,hi dude hw r u da realy mising u today,"['hi', 'dude', 'hw', 'r', 'u', 'da', 'realy', 'mising', 'u', 'today']"
4701,phishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7044518857 to claim",dear customer u ve been selected to stay in fve star hotels for tday s draw holiday valued at inr dial to claim,"['dear', 'customer', 'u', 've', 'been', 'selected', 'to', 'stay', 'in', 'fve', 'star', 'hotels', 'for', 'tday', 's', 'draw', 'holiday', 'valued', 'at', 'inr', 'dial', 'to', 'claim']"
4702,ham,How did you find out in a way that didn't include all of these details,how did you find out in a way that didn t include all of these details,"['how', 'did', 'you', 'find', 'out', 'in', 'a', 'way', 'that', 'didn', 't', 'include', 'all', 'of', 'these', 'details']"
4703,ham,Thought we could go out for dinner. I'll treat you! Seem ok?,thought we could go out for dinner i ll treat you seem ok,"['thought', 'we', 'could', 'go', 'out', 'for', 'dinner', 'i', 'll', 'treat', 'you', 'seem', 'ok']"
4704,ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad it s over dun thk abt it already concentrate on ur other papers k,"['dun', 'b', 'sad', 'it', 's', 'over', 'dun', 'thk', 'abt', 'it', 'already', 'concentrate', 'on', 'ur', 'other', 'papers', 'k']"
4705,ham,What happen dear. Why you silent. I am tensed,what happen dear why you silent i am tensed,"['what', 'happen', 'dear', 'why', 'you', 'silent', 'i', 'am', 'tensed']"
4706,ham,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one gets in at twelve aah speak tomo,"['kinda', 'first', 'one', 'gets', 'in', 'at', 'twelve', 'aah', 'speak', 'tomo']"
4707,ham,IM GONNA MISS U SO MUCH,im gonna miss u so much,"['im', 'gon', 'na', 'miss', 'u', 'so', 'much']"
4708,ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,the search happiness is of d main sources of unhappiness accept life the way it comes u will find happiness in every moment u live,"['the', 'search', 'happiness', 'is', 'of', 'd', 'main', 'sources', 'of', 'unhappiness', 'accept', 'life', 'the', 'way', 'it', 'comes', 'u', 'will', 'find', 'happiness', 'in', 'every', 'moment', 'u', 'live']"
4709,ham,"Tee hee. Off to lecture, cheery bye bye.",tee hee off to lecture cheery bye bye,"['tee', 'hee', 'off', 'to', 'lecture', 'cheery', 'bye', 'bye']"
4710,ham,Oh ok wait 4 me there... My lect havent finish,oh ok wait me there my lect havent finish,"['oh', 'ok', 'wait', 'me', 'there', 'my', 'lect', 'havent', 'finish']"
4711,ham,I dont have i shall buy one dear,i dont have i shall buy one dear,"['i', 'dont', 'have', 'i', 'shall', 'buy', 'one', 'dear']"
4712,phishing,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora it s not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,"['interflora', 'it', 's', 'not', 'too', 'late', 'to', 'order', 'interflora', 'flowers', 'for', 'christmas', 'call', 'to', 'place', 'your', 'order', 'before', 'midnight', 'tomorrow']"
4713,ham,Where at were hungry too,where at were hungry too,"['where', 'at', 'were', 'hungry', 'too']"
4714,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,me too watching surya movie only after pm vijay movie pokkiri,"['me', 'too', 'watching', 'surya', 'movie', 'only', 'after', 'pm', 'vijay', 'movie', 'pokkiri']"
4715,phishing,"Loan  INR5,00,000 - 7,50,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 ",loan inr homeowners tenants welcome have you been previously refused we can still help call free,"['loan', 'inr', 'homeowners', 'tenants', 'welcome', 'have', 'you', 'been', 'previously', 'refused', 'we', 'can', 'still', 'help', 'call', 'free']"
4716,ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,she s good she was wondering if you wont say hi but she s smiling now so how are you coping with the long distance,"['she', 's', 'good', 'she', 'was', 'wondering', 'if', 'you', 'wont', 'say', 'hi', 'but', 'she', 's', 'smiling', 'now', 'so', 'how', 'are', 'you', 'coping', 'with', 'the', 'long', 'distance']"
4717,ham,Oh k :)why you got job then whats up?,oh k why you got job then whats up,"['oh', 'k', 'why', 'you', 'got', 'job', 'then', 'whats', 'up']"
4718,ham,Then u going ikea str aft dat?,then u going ikea str aft dat,"['then', 'u', 'going', 'ikea', 'str', 'aft', 'dat']"
4719,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,we don call like lt gt times oh no give us hypertension oh,"['we', 'don', 'call', 'like', 'lt', 'gt', 'times', 'oh', 'no', 'give', 'us', 'hypertension', 'oh']"
4720,ham,Did u fix the teeth?if not do it asap.ok take care.,did u fix the teeth if not do it asap ok take care,"['did', 'u', 'fix', 'the', 'teeth', 'if', 'not', 'do', 'it', 'asap', 'ok', 'take', 'care']"
4721,phishing,"As a valued customer, I am pleased to advise you that following recent lucky draw of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 7908807538",as a valued customer i am pleased to advise you that following recent lucky draw of your mobile no you are awarded with a rs bonus prize call,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'lucky', 'draw', 'of', 'your', 'mobile', 'no', 'you', 'are', 'awarded', 'with', 'a', 'rs', 'bonus', 'prize', 'call']"
4722,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",sorry to trouble u again can buy d for my dad again all big small sat n sun thanx,"['sorry', 'to', 'trouble', 'u', 'again', 'can', 'buy', 'd', 'for', 'my', 'dad', 'again', 'all', 'big', 'small', 'sat', 'n', 'sun', 'thanx']"
4723,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun im not comin nite tell every im sorry me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon lrs x,"['hi', 'hun', 'im', 'not', 'comin', 'nite', 'tell', 'every', 'im', 'sorry', 'me', 'hope', 'u', 'ava', 'goodtime', 'oli', 'rang', 'melnite', 'ifink', 'it', 'mite', 'b', 'sorted', 'but', 'il', 'explain', 'everythin', 'on', 'mon', 'lrs', 'x']"
4724,phishing,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewives chat n date now bt national rate p min only from landlines,"['bored', 'housewives', 'chat', 'n', 'date', 'now', 'bt', 'national', 'rate', 'p', 'min', 'only', 'from', 'landlines']"
4725,phishing,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate your free text messages by replying to this message with the word free for terms conditions visit,"['free', 'message', 'activate', 'your', 'free', 'text', 'messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'free', 'for', 'terms', 'conditions', 'visit']"
4726,ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pls tell nelson that the bb s are no longer comin the money i was expecting aint coming,"['pls', 'tell', 'nelson', 'that', 'the', 'bb', 's', 'are', 'no', 'longer', 'comin', 'the', 'money', 'i', 'was', 'expecting', 'aint', 'coming']"
4727,ham,Ya very nice idea... . .be ready on thursday,ya very nice idea be ready on thursday,"['ya', 'very', 'nice', 'idea', 'be', 'ready', 'on', 'thursday']"
4728,ham,East coast,east coast,"['east', 'coast']"
4729,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",i m used to it i just hope my agents don t drop me since i ve only booked a few things this year this whole me in boston them in nyc was an experiment,"['i', 'm', 'used', 'to', 'it', 'i', 'just', 'hope', 'my', 'agents', 'don', 't', 'drop', 'me', 'since', 'i', 've', 'only', 'booked', 'a', 'few', 'things', 'this', 'year', 'this', 'whole', 'me', 'in', 'boston', 'them', 'in', 'nyc', 'was', 'an', 'experiment']"
4730,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,i know complain num only bettr directly go to bsnl offc nd apply for it,"['i', 'know', 'complain', 'num', 'only', 'bettr', 'directly', 'go', 'to', 'bsnl', 'offc', 'nd', 'apply', 'for', 'it']"
4731,ham,You've always been the brainy one.,you ve always been the brainy one,"['you', 've', 'always', 'been', 'the', 'brainy', 'one']"
4732,ham,"Sorry,in meeting I'll call later",sorry in meeting i ll call later,"['sorry', 'in', 'meeting', 'i', 'll', 'call', 'later']"
4733,ham,No de.am seeing in online shop so that i asked.,no de am seeing in online shop so that i asked,"['no', 'de', 'am', 'seeing', 'in', 'online', 'shop', 'so', 'that', 'i', 'asked']"
4734,ham,"sorry, no, have got few things to do. may be in pub later.",sorry no have got few things to do may be in pub later,"['sorry', 'no', 'have', 'got', 'few', 'things', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']"
4735,phishing,Chat n date now! 0871750.77.11! BT-national rate 5p/min only from landlines!,chat n date now bt national rate p min only from landlines,"['chat', 'n', 'date', 'now', 'bt', 'national', 'rate', 'p', 'min', 'only', 'from', 'landlines']"
4736,ham,Did either of you have any idea's? Do you know of anyplaces doing something?,did either of you have any idea s do you know of anyplaces doing something,"['did', 'either', 'of', 'you', 'have', 'any', 'idea', 's', 'do', 'you', 'know', 'of', 'anyplaces', 'doing', 'something']"
4737,phishing,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,from monthlysubscription p msg max month t csc web age stop txt stop,"['from', 'monthlysubscription', 'p', 'msg', 'max', 'month', 't', 'csc', 'web', 'age', 'stop', 'txt', 'stop']"
4738,phishing,"	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/rewa",dear voucher holder to claim this weeks offer at you pc please go to,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'you', 'pc', 'please', 'go', 'to']"
4739,ham,I dun believe u. I thk u told him.,i dun believe u i thk u told him,"['i', 'dun', 'believe', 'u', 'i', 'thk', 'u', 'told', 'him']"
4740,ham,Get ready to put on your excellent sub face :),get ready to put on your excellent sub face,"['get', 'ready', 'to', 'put', 'on', 'your', 'excellent', 'sub', 'face']"
4741,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx puttin da fone down on me,"['thanx', 'puttin', 'da', 'fone', 'down', 'on', 'me']"
4742,phishing,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,uk break accommodationvouchers terms conditions apply claim you mustprovide your claim number which is,"['uk', 'break', 'accommodationvouchers', 'terms', 'conditions', 'apply', 'claim', 'you', 'mustprovide', 'your', 'claim', 'number', 'which', 'is']"
4743,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u more than n e thing eva i promise ring u morrowxxxx,"['nite', 'nite', 'pocay', 'wocay', 'luv', 'u', 'more', 'than', 'n', 'e', 'thing', 'eva', 'i', 'promise', 'ring', 'u', 'morrowxxxx']"
4744,ham,I'm fine. Hope you are also,i m fine hope you are also,"['i', 'm', 'fine', 'hope', 'you', 'are', 'also']"
4745,ham,What class of  &lt;#&gt;  reunion?,what class of lt gt reunion,"['what', 'class', 'of', 'lt', 'gt', 'reunion']"
4746,ham,Probably gonna swing by in a wee bit,probably gonna swing by in a wee bit,"['probably', 'gon', 'na', 'swing', 'by', 'in', 'a', 'wee', 'bit']"
4747,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,hi its jess i dont know if you are at work but call me when u can im at home all eve xxx,"['hi', 'its', 'jess', 'i', 'dont', 'know', 'if', 'you', 'are', 'at', 'work', 'but', 'call', 'me', 'when', 'u', 'can', 'im', 'at', 'home', 'all', 'eve', 'xxx']"
4748,ham,Great! So what attracts you to the brothas?,great so what attracts you to the brothas,"['great', 'so', 'what', 'attracts', 'you', 'to', 'the', 'brothas']"
4749,ham,You should get more chicken broth if you want ramen unless there's some I don't know about,you should get more chicken broth if you want ramen unless there s some i don t know about,"['you', 'should', 'get', 'more', 'chicken', 'broth', 'if', 'you', 'want', 'ramen', 'unless', 'there', 's', 'some', 'i', 'don', 't', 'know', 'about']"
